GENERADORES,ESCENARIOS,gen_cvar,gen_rupmax,gen_rdnmax,gen_factorcap,tipo,barra
Solar_SIC_Centro,Seco.Dmedia,0,0,999,0.5,Solar,SIC_Centro
Solar_SIC_CentroNorte,Seco.Dmedia,0,0,999,0.5,Solar,SIC_CentroNorte
Solar_SIC_Norte1,Seco.Dmedia,0,0,999,0.5,Solar,SIC_Norte
Solar_SIC_Norte2,Seco.Dmedia,0,0,999,0.5,Solar,SIC_Norte
Solar_SING_Centro1,Seco.Dmedia,0,0,999,0.5,Solar,SING_Centro
Solar_SING_Centro2,Seco.Dmedia,0,0,999,0.5,Solar,SING_Centro
Solar_SING_Norte,Seco.Dmedia,0,0,999,0.5,Solar,SING_Norte
Solar_SING_Sur,Seco.Dmedia,0,0,999,0.5,Solar,SING_Sur
Nueva_Ventanas,Medio.Dmin,37.64904188,999,999,1,Carbon,SIC_Centro
Campiche,Medio.Dmin,37.91690018,999,999,1,Carbon,SIC_Centro
Ventanas_02,Medio.Dmin,39.89699388,999,999,1,Carbon,SIC_Centro
Ventanas_01,Medio.Dmin,42.44335633,999,999,1,Carbon,SIC_Centro
Guacolda_03,Medio.Dmin,29.05,999,999,1,Carbon,SIC_CentroNorte
Guacolda_04,Medio.Dmin,32.023,999,999,1,Carbon,SIC_CentroNorte
Guacolda_01,Medio.Dmin,32.7484,999,999,1,Carbon,SIC_CentroNorte
Guacolda_02,Medio.Dmin,32.8528,999,999,1,Carbon,SIC_CentroNorte
Guacolda_05,Medio.Dmin,40.50964896,999,999,1,Carbon,SIC_CentroNorte
Santa_Maria,Medio.Dmin,33.89169646,999,999,1,Carbon,SIC_CentroSurC
Bocamina_02,Medio.Dmin,44.81518306,999,999,1,Carbon,SIC_CentroSurC
Bocamina_01,Medio.Dmin,48.09768973,999,999,1,Carbon,SIC_CentroSurC
NTO2,Medio.Dmin,29.8567,999,999,1,Carbon,SING_Centro
NTO1,Medio.Dmin,30.15688,999,999,1,Carbon,SING_Centro
CTM2,Medio.Dmin,32.2307248,999,999,1,Carbon,SING_Centro
CTH,Medio.Dmin,32.71240159,999,999,1,Carbon,SING_Centro
CTM1,Medio.Dmin,33.1455574,999,999,1,Carbon,SING_Centro
CTA,Medio.Dmin,34.98930347,999,999,1,Carbon,SING_Centro
U15,Medio.Dmin,36.8778299,999,999,1,Carbon,SING_Centro
U14,Medio.Dmin,38.2190069,999,999,1,Carbon,SING_Centro
U13,Medio.Dmin,42.217497,999,999,1,Carbon,SING_Centro
U12,Medio.Dmin,44.032503,999,999,1,Carbon,SING_Centro
COCHRANE_1,Medio.Dmin,46.51138814,999,999,1,Carbon,SING_Centro
COCHRANE_2,Medio.Dmin,46.51138814,999,999,1,Carbon,SING_Centro
CTTAR,Medio.Dmin,33.198374,999,999,1,Carbon,SING_Norte
ANG_II,Medio.Dmin,41.04048968,999,999,1,Carbon,SING_Sur
ANG_I,Medio.Dmin,42.45048968,999,999,1,Carbon,SING_Sur
IEMejillones,Medio.Dmin,43.79474211,999,999,1,Carbon,SING_Sur
Nueva_Renca_Diesel,Medio.Dmin,120.5464769,999,999,1,Diesel,SIC_Centro
Nehuenco_02_Diesel,Medio.Dmin,121.0384651,999,999,1,Diesel,SIC_Centro
Nehuenco_01_Diesel,Medio.Dmin,121.1952869,999,999,1,Diesel,SIC_Centro
Dona_Carmen,Medio.Dmin,157.8250806,999,999,1,Diesel,SIC_Centro
Espinos_01,Medio.Dmin,175.315902,999,999,1,Diesel,SIC_Centro
Los_Vientos,Medio.Dmin,179.3565017,999,999,1,Diesel,SIC_Centro
Cardones,Medio.Dmin,174.37435,999,999,1,Diesel,SIC_CentroNorte
Teno,Medio.Dmin,180.5514389,999,999,1,Diesel,SIC_CentroSurA
Los_Pinos,Medio.Dmin,148.5568851,999,999,1,Diesel,SIC_CentroSurC
Coronel_TG_Diesel,Medio.Dmin,165.8908952,999,999,1,Diesel,SIC_CentroSurC
Santa_Lidia,Medio.Dmin,181.2146294,999,999,1,Diesel,SIC_CentroSurC
Taltal_01_Diesel,Medio.Dmin,176.8500902,999,999,1,Diesel,SIC_Norte
Taltal_02_Diesel,Medio.Dmin,176.8500902,999,999,1,Diesel,SIC_Norte
Antilhue_TG_01,Medio.Dmin,197.3656384,999,999,1,Diesel,SIC_Sur
Antilhue_TG_02,Medio.Dmin,197.3656384,999,999,1,Diesel,SIC_Sur
San_Isidro_02_GNL,Medio.Dmin,69.48129023,999,999,1,GNL,SIC_Centro
San_Isidro_GNL,Medio.Dmin,73.58766746,999,999,1,GNL,SIC_Centro
CTM3_SIC,Medio.Dmin,62.65109403,999,999,1,GNL,SIC_CentroNorte
U16_GNL,Medio.Dmin,38.91293792,999,999,1,GNL,SING_Centro
KELAR,Medio.Dmin,62.01728,999,999,1,GNL,SING_Sur
CC1_GNL,Medio.Dmin,108.6798098,999,999,1,GNL,SING_Sur
CC2_GNL,Medio.Dmin,108.6798098,999,999,1,GNL,SING_Sur
Rapel,Medio.Dmin,155,999,999,1,Embalse,SIC_Centro
Colbun,Medio.Dmin,35,999,999,1,Embalse,SIC_Centro
Machicura,Medio.Dmin,51,999,999,1,Embalse,SIC_Centro
Cipreses,Medio.Dmin,39,999,999,1,Embalse,SIC_CentroSurA
Los_Condores,Medio.Dmin,180,999,999,1,Embalse,SIC_CentroSurA
Pehuenche,Medio.Dmin,60,999,999,1,Embalse,SIC_CentroSurA
El_Toro,Medio.Dmin,150,999,999,1,Embalse,SIC_CentroSurC
Ralco,Medio.Dmin,85,999,999,1,Embalse,SIC_CentroSurC
Pangue,Medio.Dmin,36,999,999,1,Embalse,SIC_CentroSurC
Antuco,Medio.Dmin,37,999,999,1,Embalse,SIC_CentroSurC
Angostura,Medio.Dmin,38,999,999,1,Embalse,SIC_CentroSurC
Canutillar,Medio.Dmin,120,999,999,1,Embalse,SIC_Sur
Hornitos,Medio.Dmin,0,0,999,0.6,Pasada,SIC_Centro
Juncal,Medio.Dmin,0,0,999,0.6,Pasada,SIC_Centro
Blanco,Medio.Dmin,0,0,999,0.6,Pasada,SIC_Centro
Chacabuquito,Medio.Dmin,0,0,999,0.6,Pasada,SIC_Centro
Los_Quilos,Medio.Dmin,0,0,999,0.6,Pasada,SIC_Centro
Alfalfal,Medio.Dmin,0,0,999,0.6,Pasada,SIC_Centro
Florida,Medio.Dmin,0,0,999,0.6,Pasada,SIC_Centro
Maitenes,Medio.Dmin,0,0,999,0.6,Pasada,SIC_Centro
Volcan,Medio.Dmin,0,0,999,0.6,Pasada,SIC_Centro
Puntilla,Medio.Dmin,0,0,999,0.6,Pasada,SIC_Centro
Sauzal,Medio.Dmin,0,0,999,0.6,Pasada,SIC_Centro
Chacayes,Medio.Dmin,0,0,999,0.6,Pasada,SIC_Centro
Alfalfal_02,Medio.Dmin,0,0,999,0.6,Pasada,SIC_Centro
Las_Lajas,Medio.Dmin,0,0,999,0.6,Pasada,SIC_Centro
La_Higuera,Medio.Dmin,0,0,999,0.6,Pasada,SIC_CentroSurA
Confluencia,Medio.Dmin,0,0,999,0.6,Pasada,SIC_CentroSurA
San_Andres,Medio.Dmin,0,0,999,0.6,Pasada,SIC_CentroSurA
Los_Hierros,Medio.Dmin,0,0,999,0.6,Pasada,SIC_CentroSurA
El_Paso,Medio.Dmin,0,0,999,0.6,Pasada,SIC_CentroSurA
nuble,Medio.Dmin,0,0,999,0.6,Pasada,SIC_CentroSurA
Ancoa,Medio.Dmin,0,0,999,0.6,Pasada,SIC_CentroSurA
Peuchen,Medio.Dmin,0,0,999,0.6,Pasada,SIC_CentroSurC
Mampil,Medio.Dmin,0,0,999,0.6,Pasada,SIC_CentroSurC
Pullinque,Medio.Dmin,0,0,999,0.6,Pasada,SIC_Sur
Pilmaiquen,Medio.Dmin,0,0,999,0.6,Pasada,SIC_Sur
Rucatayo,Medio.Dmin,0,0,999,0.6,Pasada,SIC_Sur
Laja_I,Medio.Dmin,0,0,999,0.6,Pasada,SIC_Sur
San_Pedro,Medio.Dmin,0,0,999,0.6,Pasada,SIC_Sur
Chiburgo,Medio.Dmin,0,0,999,0.5,Serie,SIC_Centro
Isla,Medio.Dmin,0,0,999,0.6,Serie,SIC_CentroSurA
Curillinque,Medio.Dmin,0,0,999,0.6,Serie,SIC_CentroSurA
Loma_Alta,Medio.Dmin,0,0,999,1,Serie,SIC_CentroSurA
San_Ignacio,Medio.Dmin,0,0,999,1,Serie,SIC_CentroSurA
Ojos_de_Agua,Medio.Dmin,0,0,999,0.6,Serie,SIC_CentroSurA
Abanico,Medio.Dmin,0,0,999,0.3,Serie,SIC_CentroSurC
Rucue,Medio.Dmin,0,0,999,0.8,Serie,SIC_CentroSurC
Quilleco,Medio.Dmin,0,0,999,0.6,Serie,SIC_CentroSurC
Palmucho,Medio.Dmin,0,0,999,1,Serie,SIC_CentroSurC
Eolico-SIC_Centro,Medio.Dmin,0,0,999,0.5,Eolico,SIC_Centro
Eolico-SIC_CentroNorte,Medio.Dmin,0,0,999,0.5,Eolico,SIC_CentroNorte
Eolico_SIC_CentroSurC,Medio.Dmin,0,0,999,0.5,Eolico,SIC_CentroSurC
Eolico_SIC_Norte,Medio.Dmin,0,0,999,0.5,Eolico,SIC_Norte
Eolico_SIC_Sur,Medio.Dmin,0,0,999,0.5,Eolico,SIC_Sur
Eolico_SING_Centro,Medio.Dmin,0,0,999,0.5,Eolico,SING_Centro
Solar_SIC_Centro,Medio.Dmin,0,0,999,0,Solar,SIC_Centro
Solar_SIC_CentroNorte,Medio.Dmin,0,0,999,0,Solar,SIC_CentroNorte
Solar_SIC_Norte1,Medio.Dmin,0,0,999,0,Solar,SIC_Norte
Solar_SIC_Norte2,Medio.Dmin,0,0,999,0,Solar,SIC_Norte
Solar_SING_Centro1,Medio.Dmin,0,0,999,0,Solar,SING_Centro
Solar_SING_Centro2,Medio.Dmin,0,0,999,0,Solar,SING_Centro
Solar_SING_Norte,Medio.Dmin,0,0,999,0,Solar,SING_Norte
Solar_SING_Sur,Medio.Dmin,0,0,999,0,Solar,SING_Sur
Nueva_Ventanas,Medio.Dmax,37.64904188,999,999,1,Carbon,SIC_Centro
Campiche,Medio.Dmax,37.91690018,999,999,1,Carbon,SIC_Centro
Ventanas_02,Medio.Dmax,39.89699388,999,999,1,Carbon,SIC_Centro
Ventanas_01,Medio.Dmax,42.44335633,999,999,1,Carbon,SIC_Centro
Guacolda_03,Medio.Dmax,29.05,999,999,1,Carbon,SIC_CentroNorte
Guacolda_04,Medio.Dmax,32.023,999,999,1,Carbon,SIC_CentroNorte
Guacolda_01,Medio.Dmax,32.7484,999,999,1,Carbon,SIC_CentroNorte
Guacolda_02,Medio.Dmax,32.8528,999,999,1,Carbon,SIC_CentroNorte
Guacolda_05,Medio.Dmax,40.50964896,999,999,1,Carbon,SIC_CentroNorte
Santa_Maria,Medio.Dmax,33.89169646,999,999,1,Carbon,SIC_CentroSurC
Bocamina_02,Medio.Dmax,44.81518306,999,999,1,Carbon,SIC_CentroSurC
Bocamina_01,Medio.Dmax,48.09768973,999,999,1,Carbon,SIC_CentroSurC
NTO2,Medio.Dmax,29.8567,999,999,1,Carbon,SING_Centro
NTO1,Medio.Dmax,30.15688,999,999,1,Carbon,SING_Centro
CTM2,Medio.Dmax,32.2307248,999,999,1,Carbon,SING_Centro
CTH,Medio.Dmax,32.71240159,999,999,1,Carbon,SING_Centro
CTM1,Medio.Dmax,33.1455574,999,999,1,Carbon,SING_Centro
CTA,Medio.Dmax,34.98930347,999,999,1,Carbon,SING_Centro
U15,Medio.Dmax,36.8778299,999,999,1,Carbon,SING_Centro
U14,Medio.Dmax,38.2190069,999,999,1,Carbon,SING_Centro
U13,Medio.Dmax,42.217497,999,999,1,Carbon,SING_Centro
U12,Medio.Dmax,44.032503,999,999,1,Carbon,SING_Centro
COCHRANE_1,Medio.Dmax,46.51138814,999,999,1,Carbon,SING_Centro
COCHRANE_2,Medio.Dmax,46.51138814,999,999,1,Carbon,SING_Centro
CTTAR,Medio.Dmax,33.198374,999,999,1,Carbon,SING_Norte
ANG_II,Medio.Dmax,41.04048968,999,999,1,Carbon,SING_Sur
ANG_I,Medio.Dmax,42.45048968,999,999,1,Carbon,SING_Sur
IEMejillones,Medio.Dmax,43.79474211,999,999,1,Carbon,SING_Sur
Nueva_Renca_Diesel,Medio.Dmax,120.5464769,999,999,1,Diesel,SIC_Centro
Nehuenco_02_Diesel,Medio.Dmax,121.0384651,999,999,1,Diesel,SIC_Centro
Nehuenco_01_Diesel,Medio.Dmax,121.1952869,999,999,1,Diesel,SIC_Centro
Dona_Carmen,Medio.Dmax,157.8250806,999,999,1,Diesel,SIC_Centro
Espinos_01,Medio.Dmax,175.315902,999,999,1,Diesel,SIC_Centro
Los_Vientos,Medio.Dmax,179.3565017,999,999,1,Diesel,SIC_Centro
Cardones,Medio.Dmax,174.37435,999,999,1,Diesel,SIC_CentroNorte
Teno,Medio.Dmax,180.5514389,999,999,1,Diesel,SIC_CentroSurA
Los_Pinos,Medio.Dmax,148.5568851,999,999,1,Diesel,SIC_CentroSurC
Coronel_TG_Diesel,Medio.Dmax,165.8908952,999,999,1,Diesel,SIC_CentroSurC
Santa_Lidia,Medio.Dmax,181.2146294,999,999,1,Diesel,SIC_CentroSurC
Taltal_01_Diesel,Medio.Dmax,176.8500902,999,999,1,Diesel,SIC_Norte
Taltal_02_Diesel,Medio.Dmax,176.8500902,999,999,1,Diesel,SIC_Norte
Antilhue_TG_01,Medio.Dmax,197.3656384,999,999,1,Diesel,SIC_Sur
Antilhue_TG_02,Medio.Dmax,197.3656384,999,999,1,Diesel,SIC_Sur
San_Isidro_02_GNL,Medio.Dmax,69.48129023,999,999,1,GNL,SIC_Centro
San_Isidro_GNL,Medio.Dmax,73.58766746,999,999,1,GNL,SIC_Centro
CTM3_SIC,Medio.Dmax,62.65109403,999,999,1,GNL,SIC_CentroNorte
U16_GNL,Medio.Dmax,38.91293792,999,999,1,GNL,SING_Centro
KELAR,Medio.Dmax,62.01728,999,999,1,GNL,SING_Sur
CC1_GNL,Medio.Dmax,108.6798098,999,999,1,GNL,SING_Sur
CC2_GNL,Medio.Dmax,108.6798098,999,999,1,GNL,SING_Sur
Rapel,Medio.Dmax,155,999,999,1,Embalse,SIC_Centro
Colbun,Medio.Dmax,35,999,999,1,Embalse,SIC_Centro
Machicura,Medio.Dmax,51,999,999,1,Embalse,SIC_Centro
Cipreses,Medio.Dmax,39,999,999,1,Embalse,SIC_CentroSurA
Los_Condores,Medio.Dmax,180,999,999,1,Embalse,SIC_CentroSurA
Pehuenche,Medio.Dmax,60,999,999,1,Embalse,SIC_CentroSurA
El_Toro,Medio.Dmax,150,999,999,1,Embalse,SIC_CentroSurC
Ralco,Medio.Dmax,85,999,999,1,Embalse,SIC_CentroSurC
Pangue,Medio.Dmax,36,999,999,1,Embalse,SIC_CentroSurC
Antuco,Medio.Dmax,37,999,999,1,Embalse,SIC_CentroSurC
Angostura,Medio.Dmax,38,999,999,1,Embalse,SIC_CentroSurC
Canutillar,Medio.Dmax,120,999,999,1,Embalse,SIC_Sur
Hornitos,Medio.Dmax,0,0,999,0.6,Pasada,SIC_Centro
Juncal,Medio.Dmax,0,0,999,0.6,Pasada,SIC_Centro
Blanco,Medio.Dmax,0,0,999,0.6,Pasada,SIC_Centro
Chacabuquito,Medio.Dmax,0,0,999,0.6,Pasada,SIC_Centro
Los_Quilos,Medio.Dmax,0,0,999,0.6,Pasada,SIC_Centro
Alfalfal,Medio.Dmax,0,0,999,0.6,Pasada,SIC_Centro
Florida,Medio.Dmax,0,0,999,0.6,Pasada,SIC_Centro
Maitenes,Medio.Dmax,0,0,999,0.6,Pasada,SIC_Centro
Volcan,Medio.Dmax,0,0,999,0.6,Pasada,SIC_Centro
Puntilla,Medio.Dmax,0,0,999,0.6,Pasada,SIC_Centro
Sauzal,Medio.Dmax,0,0,999,0.6,Pasada,SIC_Centro
Chacayes,Medio.Dmax,0,0,999,0.6,Pasada,SIC_Centro
Alfalfal_02,Medio.Dmax,0,0,999,0.6,Pasada,SIC_Centro
Las_Lajas,Medio.Dmax,0,0,999,0.6,Pasada,SIC_Centro
La_Higuera,Medio.Dmax,0,0,999,0.6,Pasada,SIC_CentroSurA
Confluencia,Medio.Dmax,0,0,999,0.6,Pasada,SIC_CentroSurA
San_Andres,Medio.Dmax,0,0,999,0.6,Pasada,SIC_CentroSurA
Los_Hierros,Medio.Dmax,0,0,999,0.6,Pasada,SIC_CentroSurA
El_Paso,Medio.Dmax,0,0,999,0.6,Pasada,SIC_CentroSurA
nuble,Medio.Dmax,0,0,999,0.6,Pasada,SIC_CentroSurA
Ancoa,Medio.Dmax,0,0,999,0.6,Pasada,SIC_CentroSurA
Peuchen,Medio.Dmax,0,0,999,0.6,Pasada,SIC_CentroSurC
Mampil,Medio.Dmax,0,0,999,0.6,Pasada,SIC_CentroSurC
Pullinque,Medio.Dmax,0,0,999,0.6,Pasada,SIC_Sur
Pilmaiquen,Medio.Dmax,0,0,999,0.6,Pasada,SIC_Sur
Rucatayo,Medio.Dmax,0,0,999,0.6,Pasada,SIC_Sur
Laja_I,Medio.Dmax,0,0,999,0.6,Pasada,SIC_Sur
San_Pedro,Medio.Dmax,0,0,999,0.6,Pasada,SIC_Sur
Chiburgo,Medio.Dmax,0,0,999,0.5,Serie,SIC_Centro
Isla,Medio.Dmax,0,0,999,0.6,Serie,SIC_CentroSurA
Curillinque,Medio.Dmax,0,0,999,0.6,Serie,SIC_CentroSurA
Loma_Alta,Medio.Dmax,0,0,999,1,Serie,SIC_CentroSurA
San_Ignacio,Medio.Dmax,0,0,999,1,Serie,SIC_CentroSurA
Ojos_de_Agua,Medio.Dmax,0,0,999,0.6,Serie,SIC_CentroSurA
Abanico,Medio.Dmax,0,0,999,0.3,Serie,SIC_CentroSurC
Rucue,Medio.Dmax,0,0,999,0.8,Serie,SIC_CentroSurC
Quilleco,Medio.Dmax,0,0,999,0.6,Serie,SIC_CentroSurC
Palmucho,Medio.Dmax,0,0,999,1,Serie,SIC_CentroSurC
Eolico-SIC_Centro,Medio.Dmax,0,0,999,0.5,Eolico,SIC_Centro
Eolico-SIC_CentroNorte,Medio.Dmax,0,0,999,0.5,Eolico,SIC_CentroNorte
Eolico_SIC_CentroSurC,Medio.Dmax,0,0,999,0.5,Eolico,SIC_CentroSurC
Eolico_SIC_Norte,Medio.Dmax,0,0,999,0.5,Eolico,SIC_Norte
Eolico_SIC_Sur,Medio.Dmax,0,0,999,0.5,Eolico,SIC_Sur
Eolico_SING_Centro,Medio.Dmax,0,0,999,0.5,Eolico,SING_Centro
Solar_SIC_Centro,Medio.Dmax,0,0,999,1,Solar,SIC_Centro
Solar_SIC_CentroNorte,Medio.Dmax,0,0,999,1,Solar,SIC_CentroNorte
Solar_SIC_Norte1,Medio.Dmax,0,0,999,1,Solar,SIC_Norte
Solar_SIC_Norte2,Medio.Dmax,0,0,999,1,Solar,SIC_Norte
Solar_SING_Centro1,Medio.Dmax,0,0,999,1,Solar,SING_Centro
Solar_SING_Centro2,Medio.Dmax,0,0,999,1,Solar,SING_Centro
Solar_SING_Norte,Medio.Dmax,0,0,999,1,Solar,SING_Norte
Solar_SING_Sur,Medio.Dmax,0,0,999,1,Solar,SING_Sur
Nueva_Ventanas,Medio.Dmedia,37.64904188,999,999,1,Carbon,SIC_Centro
Campiche,Medio.Dmedia,37.91690018,999,999,1,Carbon,SIC_Centro
Ventanas_02,Medio.Dmedia,39.89699388,999,999,1,Carbon,SIC_Centro
Ventanas_01,Medio.Dmedia,42.44335633,999,999,1,Carbon,SIC_Centro
Guacolda_03,Medio.Dmedia,29.05,999,999,1,Carbon,SIC_CentroNorte
Guacolda_04,Medio.Dmedia,32.023,999,999,1,Carbon,SIC_CentroNorte
Guacolda_01,Medio.Dmedia,32.7484,999,999,1,Carbon,SIC_CentroNorte
Guacolda_02,Medio.Dmedia,32.8528,999,999,1,Carbon,SIC_CentroNorte
Guacolda_05,Medio.Dmedia,40.50964896,999,999,1,Carbon,SIC_CentroNorte
Santa_Maria,Medio.Dmedia,33.89169646,999,999,1,Carbon,SIC_CentroSurC
Bocamina_02,Medio.Dmedia,44.81518306,999,999,1,Carbon,SIC_CentroSurC
Bocamina_01,Medio.Dmedia,48.09768973,999,999,1,Carbon,SIC_CentroSurC
NTO2,Medio.Dmedia,29.8567,999,999,1,Carbon,SING_Centro
NTO1,Medio.Dmedia,30.15688,999,999,1,Carbon,SING_Centro
CTM2,Medio.Dmedia,32.2307248,999,999,1,Carbon,SING_Centro
CTH,Medio.Dmedia,32.71240159,999,999,1,Carbon,SING_Centro
CTM1,Medio.Dmedia,33.1455574,999,999,1,Carbon,SING_Centro
CTA,Medio.Dmedia,34.98930347,999,999,1,Carbon,SING_Centro
U15,Medio.Dmedia,36.8778299,999,999,1,Carbon,SING_Centro
U14,Medio.Dmedia,38.2190069,999,999,1,Carbon,SING_Centro
U13,Medio.Dmedia,42.217497,999,999,1,Carbon,SING_Centro
U12,Medio.Dmedia,44.032503,999,999,1,Carbon,SING_Centro
COCHRANE_1,Medio.Dmedia,46.51138814,999,999,1,Carbon,SING_Centro
COCHRANE_2,Medio.Dmedia,46.51138814,999,999,1,Carbon,SING_Centro
CTTAR,Medio.Dmedia,33.198374,999,999,1,Carbon,SING_Norte
ANG_II,Medio.Dmedia,41.04048968,999,999,1,Carbon,SING_Sur
ANG_I,Medio.Dmedia,42.45048968,999,999,1,Carbon,SING_Sur
IEMejillones,Medio.Dmedia,43.79474211,999,999,1,Carbon,SING_Sur
Nueva_Renca_Diesel,Medio.Dmedia,120.5464769,999,999,1,Diesel,SIC_Centro
Nehuenco_02_Diesel,Medio.Dmedia,121.0384651,999,999,1,Diesel,SIC_Centro
Nehuenco_01_Diesel,Medio.Dmedia,121.1952869,999,999,1,Diesel,SIC_Centro
Dona_Carmen,Medio.Dmedia,157.8250806,999,999,1,Diesel,SIC_Centro
Espinos_01,Medio.Dmedia,175.315902,999,999,1,Diesel,SIC_Centro
Los_Vientos,Medio.Dmedia,179.3565017,999,999,1,Diesel,SIC_Centro
Cardones,Medio.Dmedia,174.37435,999,999,1,Diesel,SIC_CentroNorte
Teno,Medio.Dmedia,180.5514389,999,999,1,Diesel,SIC_CentroSurA
Los_Pinos,Medio.Dmedia,148.5568851,999,999,1,Diesel,SIC_CentroSurC
Coronel_TG_Diesel,Medio.Dmedia,165.8908952,999,999,1,Diesel,SIC_CentroSurC
Santa_Lidia,Medio.Dmedia,181.2146294,999,999,1,Diesel,SIC_CentroSurC
Taltal_01_Diesel,Medio.Dmedia,176.8500902,999,999,1,Diesel,SIC_Norte
Taltal_02_Diesel,Medio.Dmedia,176.8500902,999,999,1,Diesel,SIC_Norte
Antilhue_TG_01,Medio.Dmedia,197.3656384,999,999,1,Diesel,SIC_Sur
Antilhue_TG_02,Medio.Dmedia,197.3656384,999,999,1,Diesel,SIC_Sur
San_Isidro_02_GNL,Medio.Dmedia,69.48129023,999,999,1,GNL,SIC_Centro
San_Isidro_GNL,Medio.Dmedia,73.58766746,999,999,1,GNL,SIC_Centro
CTM3_SIC,Medio.Dmedia,62.65109403,999,999,1,GNL,SIC_CentroNorte
U16_GNL,Medio.Dmedia,38.91293792,999,999,1,GNL,SING_Centro
KELAR,Medio.Dmedia,62.01728,999,999,1,GNL,SING_Sur
CC1_GNL,Medio.Dmedia,108.6798098,999,999,1,GNL,SING_Sur
CC2_GNL,Medio.Dmedia,108.6798098,999,999,1,GNL,SING_Sur
Rapel,Medio.Dmedia,155,999,999,1,Embalse,SIC_Centro
Colbun,Medio.Dmedia,35,999,999,1,Embalse,SIC_Centro
Machicura,Medio.Dmedia,51,999,999,1,Embalse,SIC_Centro
Cipreses,Medio.Dmedia,39,999,999,1,Embalse,SIC_CentroSurA
Los_Condores,Medio.Dmedia,180,999,999,1,Embalse,SIC_CentroSurA
Pehuenche,Medio.Dmedia,60,999,999,1,Embalse,SIC_CentroSurA
El_Toro,Medio.Dmedia,150,999,999,1,Embalse,SIC_CentroSurC
Ralco,Medio.Dmedia,85,999,999,1,Embalse,SIC_CentroSurC
Pangue,Medio.Dmedia,36,999,999,1,Embalse,SIC_CentroSurC
Antuco,Medio.Dmedia,37,999,999,1,Embalse,SIC_CentroSurC
Angostura,Medio.Dmedia,38,999,999,1,Embalse,SIC_CentroSurC
Canutillar,Medio.Dmedia,120,999,999,1,Embalse,SIC_Sur
Hornitos,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_Centro
Juncal,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_Centro
Blanco,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_Centro
Chacabuquito,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_Centro
Los_Quilos,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_Centro
Alfalfal,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_Centro
Florida,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_Centro
Maitenes,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_Centro
Volcan,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_Centro
Puntilla,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_Centro
Sauzal,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_Centro
Chacayes,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_Centro
Alfalfal_02,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_Centro
Las_Lajas,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_Centro
La_Higuera,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_CentroSurA
Confluencia,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_CentroSurA
San_Andres,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_CentroSurA
Los_Hierros,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_CentroSurA
El_Paso,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_CentroSurA
nuble,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_CentroSurA
Ancoa,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_CentroSurA
Peuchen,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_CentroSurC
Mampil,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_CentroSurC
Pullinque,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_Sur
Pilmaiquen,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_Sur
Rucatayo,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_Sur
Laja_I,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_Sur
San_Pedro,Medio.Dmedia,0,0,999,0.6,Pasada,SIC_Sur
Chiburgo,Medio.Dmedia,0,0,999,0.5,Serie,SIC_Centro
Isla,Medio.Dmedia,0,0,999,0.6,Serie,SIC_CentroSurA
Curillinque,Medio.Dmedia,0,0,999,0.6,Serie,SIC_CentroSurA
Loma_Alta,Medio.Dmedia,0,0,999,1,Serie,SIC_CentroSurA
San_Ignacio,Medio.Dmedia,0,0,999,1,Serie,SIC_CentroSurA
Ojos_de_Agua,Medio.Dmedia,0,0,999,0.6,Serie,SIC_CentroSurA
Abanico,Medio.Dmedia,0,0,999,0.3,Serie,SIC_CentroSurC
Rucue,Medio.Dmedia,0,0,999,0.8,Serie,SIC_CentroSurC
Quilleco,Medio.Dmedia,0,0,999,0.6,Serie,SIC_CentroSurC
Palmucho,Medio.Dmedia,0,0,999,1,Serie,SIC_CentroSurC
Eolico-SIC_Centro,Medio.Dmedia,0,0,999,0.5,Eolico,SIC_Centro
Eolico-SIC_CentroNorte,Medio.Dmedia,0,0,999,0.5,Eolico,SIC_CentroNorte
