GENERADORES,ESCENARIOS,gen_cvar,gen_rupmax,gen_rdnmax,gen_factorcap,tipo,barra
Eolico_SIC_CentroSurC,Medio.Dmedia,0,0,999,0.5,Eolico,SIC_CentroSurC
Eolico_SIC_Norte,Medio.Dmedia,0,0,999,0.5,Eolico,SIC_Norte
Eolico_SIC_Sur,Medio.Dmedia,0,0,999,0.5,Eolico,SIC_Sur
Eolico_SING_Centro,Medio.Dmedia,0,0,999,0.5,Eolico,SING_Centro
Solar_SIC_Centro,Medio.Dmedia,0,0,999,0.5,Solar,SIC_Centro
Solar_SIC_CentroNorte,Medio.Dmedia,0,0,999,0.5,Solar,SIC_CentroNorte
Solar_SIC_Norte1,Medio.Dmedia,0,0,999,0.5,Solar,SIC_Norte
Solar_SIC_Norte2,Medio.Dmedia,0,0,999,0.5,Solar,SIC_Norte
Solar_SING_Centro1,Medio.Dmedia,0,0,999,0.5,Solar,SING_Centro
Solar_SING_Centro2,Medio.Dmedia,0,0,999,0.5,Solar,SING_Centro
Solar_SING_Norte,Medio.Dmedia,0,0,999,0.5,Solar,SING_Norte
Solar_SING_Sur,Medio.Dmedia,0,0,999,0.5,Solar,SING_Sur
Nueva_Ventanas,Humedo.Dmin,37.64904188,999,999,1,Carbon,SIC_Centro
Campiche,Humedo.Dmin,37.91690018,999,999,1,Carbon,SIC_Centro
Ventanas_02,Humedo.Dmin,39.89699388,999,999,1,Carbon,SIC_Centro
Ventanas_01,Humedo.Dmin,42.44335633,999,999,1,Carbon,SIC_Centro
Guacolda_03,Humedo.Dmin,29.05,999,999,1,Carbon,SIC_CentroNorte
Guacolda_04,Humedo.Dmin,32.023,999,999,1,Carbon,SIC_CentroNorte
Guacolda_01,Humedo.Dmin,32.7484,999,999,1,Carbon,SIC_CentroNorte
Guacolda_02,Humedo.Dmin,32.8528,999,999,1,Carbon,SIC_CentroNorte
Guacolda_05,Humedo.Dmin,40.50964896,999,999,1,Carbon,SIC_CentroNorte
Santa_Maria,Humedo.Dmin,33.89169646,999,999,1,Carbon,SIC_CentroSurC
Bocamina_02,Humedo.Dmin,44.81518306,999,999,1,Carbon,SIC_CentroSurC
Bocamina_01,Humedo.Dmin,48.09768973,999,999,1,Carbon,SIC_CentroSurC
NTO2,Humedo.Dmin,29.8567,999,999,1,Carbon,SING_Centro
NTO1,Humedo.Dmin,30.15688,999,999,1,Carbon,SING_Centro
CTM2,Humedo.Dmin,32.2307248,999,999,1,Carbon,SING_Centro
CTH,Humedo.Dmin,32.71240159,999,999,1,Carbon,SING_Centro
CTM1,Humedo.Dmin,33.1455574,999,999,1,Carbon,SING_Centro
CTA,Humedo.Dmin,34.98930347,999,999,1,Carbon,SING_Centro
U15,Humedo.Dmin,36.8778299,999,999,1,Carbon,SING_Centro
U14,Humedo.Dmin,38.2190069,999,999,1,Carbon,SING_Centro
U13,Humedo.Dmin,42.217497,999,999,1,Carbon,SING_Centro
U12,Humedo.Dmin,44.032503,999,999,1,Carbon,SING_Centro
COCHRANE_1,Humedo.Dmin,46.51138814,999,999,1,Carbon,SING_Centro
COCHRANE_2,Humedo.Dmin,46.51138814,999,999,1,Carbon,SING_Centro
CTTAR,Humedo.Dmin,33.198374,999,999,1,Carbon,SING_Norte
ANG_II,Humedo.Dmin,41.04048968,999,999,1,Carbon,SING_Sur
ANG_I,Humedo.Dmin,42.45048968,999,999,1,Carbon,SING_Sur
IEMejillones,Humedo.Dmin,43.79474211,999,999,1,Carbon,SING_Sur
Nueva_Renca_Diesel,Humedo.Dmin,120.5464769,999,999,1,Diesel,SIC_Centro
Nehuenco_02_Diesel,Humedo.Dmin,121.0384651,999,999,1,Diesel,SIC_Centro
Nehuenco_01_Diesel,Humedo.Dmin,121.1952869,999,999,1,Diesel,SIC_Centro
Dona_Carmen,Humedo.Dmin,157.8250806,999,999,1,Diesel,SIC_Centro
Espinos_01,Humedo.Dmin,175.315902,999,999,1,Diesel,SIC_Centro
Los_Vientos,Humedo.Dmin,179.3565017,999,999,1,Diesel,SIC_Centro
Cardones,Humedo.Dmin,174.37435,999,999,1,Diesel,SIC_CentroNorte
Teno,Humedo.Dmin,180.5514389,999,999,1,Diesel,SIC_CentroSurA
Los_Pinos,Humedo.Dmin,148.5568851,999,999,1,Diesel,SIC_CentroSurC
Coronel_TG_Diesel,Humedo.Dmin,165.8908952,999,999,1,Diesel,SIC_CentroSurC
Santa_Lidia,Humedo.Dmin,181.2146294,999,999,1,Diesel,SIC_CentroSurC
Taltal_01_Diesel,Humedo.Dmin,176.8500902,999,999,1,Diesel,SIC_Norte
Taltal_02_Diesel,Humedo.Dmin,176.8500902,999,999,1,Diesel,SIC_Norte
Antilhue_TG_01,Humedo.Dmin,197.3656384,999,999,1,Diesel,SIC_Sur
Antilhue_TG_02,Humedo.Dmin,197.3656384,999,999,1,Diesel,SIC_Sur
San_Isidro_02_GNL,Humedo.Dmin,69.48129023,999,999,1,GNL,SIC_Centro
San_Isidro_GNL,Humedo.Dmin,73.58766746,999,999,1,GNL,SIC_Centro
CTM3_SIC,Humedo.Dmin,62.65109403,999,999,1,GNL,SIC_CentroNorte
U16_GNL,Humedo.Dmin,38.91293792,999,999,1,GNL,SING_Centro
KELAR,Humedo.Dmin,62.01728,999,999,1,GNL,SING_Sur
CC1_GNL,Humedo.Dmin,108.6798098,999,999,1,GNL,SING_Sur
CC2_GNL,Humedo.Dmin,108.6798098,999,999,1,GNL,SING_Sur
Rapel,Humedo.Dmin,0,999,999,1,Embalse,SIC_Centro
Colbun,Humedo.Dmin,0,999,999,1,Embalse,SIC_Centro
Machicura,Humedo.Dmin,0,999,999,1,Embalse,SIC_Centro
Cipreses,Humedo.Dmin,0,999,999,1,Embalse,SIC_CentroSurA
Los_Condores,Humedo.Dmin,0,999,999,1,Embalse,SIC_CentroSurA
Pehuenche,Humedo.Dmin,0,999,999,1,Embalse,SIC_CentroSurA
El_Toro,Humedo.Dmin,0,999,999,1,Embalse,SIC_CentroSurC
Ralco,Humedo.Dmin,0,999,999,1,Embalse,SIC_CentroSurC
Pangue,Humedo.Dmin,0,999,999,1,Embalse,SIC_CentroSurC
Antuco,Humedo.Dmin,0,999,999,1,Embalse,SIC_CentroSurC
Angostura,Humedo.Dmin,0,999,999,1,Embalse,SIC_CentroSurC
Canutillar,Humedo.Dmin,0,999,999,1,Embalse,SIC_Sur
Hornitos,Humedo.Dmin,0,0,999,1,Pasada,SIC_Centro
Juncal,Humedo.Dmin,0,0,999,1,Pasada,SIC_Centro
Blanco,Humedo.Dmin,0,0,999,1,Pasada,SIC_Centro
Chacabuquito,Humedo.Dmin,0,0,999,1,Pasada,SIC_Centro
Los_Quilos,Humedo.Dmin,0,0,999,1,Pasada,SIC_Centro
Alfalfal,Humedo.Dmin,0,0,999,1,Pasada,SIC_Centro
Florida,Humedo.Dmin,0,0,999,1,Pasada,SIC_Centro
Maitenes,Humedo.Dmin,0,0,999,1,Pasada,SIC_Centro
Volcan,Humedo.Dmin,0,0,999,1,Pasada,SIC_Centro
Puntilla,Humedo.Dmin,0,0,999,1,Pasada,SIC_Centro
Sauzal,Humedo.Dmin,0,0,999,1,Pasada,SIC_Centro
Chacayes,Humedo.Dmin,0,0,999,1,Pasada,SIC_Centro
Alfalfal_02,Humedo.Dmin,0,0,999,1,Pasada,SIC_Centro
Las_Lajas,Humedo.Dmin,0,0,999,1,Pasada,SIC_Centro
La_Higuera,Humedo.Dmin,0,0,999,1,Pasada,SIC_CentroSurA
Confluencia,Humedo.Dmin,0,0,999,1,Pasada,SIC_CentroSurA
San_Andres,Humedo.Dmin,0,0,999,1,Pasada,SIC_CentroSurA
Los_Hierros,Humedo.Dmin,0,0,999,1,Pasada,SIC_CentroSurA
El_Paso,Humedo.Dmin,0,0,999,1,Pasada,SIC_CentroSurA
nuble,Humedo.Dmin,0,0,999,1,Pasada,SIC_CentroSurA
Ancoa,Humedo.Dmin,0,0,999,1,Pasada,SIC_CentroSurA
Peuchen,Humedo.Dmin,0,0,999,1,Pasada,SIC_CentroSurC
Mampil,Humedo.Dmin,0,0,999,1,Pasada,SIC_CentroSurC
Pullinque,Humedo.Dmin,0,0,999,1,Pasada,SIC_Sur
Pilmaiquen,Humedo.Dmin,0,0,999,1,Pasada,SIC_Sur
Rucatayo,Humedo.Dmin,0,0,999,1,Pasada,SIC_Sur
Laja_I,Humedo.Dmin,0,0,999,1,Pasada,SIC_Sur
San_Pedro,Humedo.Dmin,0,0,999,1,Pasada,SIC_Sur
Chiburgo,Humedo.Dmin,0,0,999,1,Serie,SIC_Centro
Isla,Humedo.Dmin,0,0,999,1,Serie,SIC_CentroSurA
Curillinque,Humedo.Dmin,0,0,999,1,Serie,SIC_CentroSurA
Loma_Alta,Humedo.Dmin,0,0,999,1,Serie,SIC_CentroSurA
San_Ignacio,Humedo.Dmin,0,0,999,1,Serie,SIC_CentroSurA
Ojos_de_Agua,Humedo.Dmin,0,0,999,1,Serie,SIC_CentroSurA
Abanico,Humedo.Dmin,0,0,999,1,Serie,SIC_CentroSurC
Rucue,Humedo.Dmin,0,0,999,1,Serie,SIC_CentroSurC
Quilleco,Humedo.Dmin,0,0,999,1,Serie,SIC_CentroSurC
Palmucho,Humedo.Dmin,0,0,999,1,Serie,SIC_CentroSurC
Eolico-SIC_Centro,Humedo.Dmin,0,0,999,0.5,Eolico,SIC_Centro
Eolico-SIC_CentroNorte,Humedo.Dmin,0,0,999,0.5,Eolico,SIC_CentroNorte
Eolico_SIC_CentroSurC,Humedo.Dmin,0,0,999,0.5,Eolico,SIC_CentroSurC
Eolico_SIC_Norte,Humedo.Dmin,0,0,999,0.5,Eolico,SIC_Norte
Eolico_SIC_Sur,Humedo.Dmin,0,0,999,0.5,Eolico,SIC_Sur
Eolico_SING_Centro,Humedo.Dmin,0,0,999,0.5,Eolico,SING_Centro
Solar_SIC_Centro,Humedo.Dmin,0,0,999,0,Solar,SIC_Centro
Solar_SIC_CentroNorte,Humedo.Dmin,0,0,999,0,Solar,SIC_CentroNorte
Solar_SIC_Norte1,Humedo.Dmin,0,0,999,0,Solar,SIC_Norte
Solar_SIC_Norte2,Humedo.Dmin,0,0,999,0,Solar,SIC_Norte
Solar_SING_Centro1,Humedo.Dmin,0,0,999,0,Solar,SING_Centro
Solar_SING_Centro2,Humedo.Dmin,0,0,999,0,Solar,SING_Centro
Solar_SING_Norte,Humedo.Dmin,0,0,999,0,Solar,SING_Norte
Solar_SING_Sur,Humedo.Dmin,0,0,999,0,Solar,SING_Sur
Nueva_Ventanas,Humedo.Dmax,37.64904188,999,999,1,Carbon,SIC_Centro
Campiche,Humedo.Dmax,37.91690018,999,999,1,Carbon,SIC_Centro
Ventanas_02,Humedo.Dmax,39.89699388,999,999,1,Carbon,SIC_Centro
Ventanas_01,Humedo.Dmax,42.44335633,999,999,1,Carbon,SIC_Centro
Guacolda_03,Humedo.Dmax,29.05,999,999,1,Carbon,SIC_CentroNorte
Guacolda_04,Humedo.Dmax,32.023,999,999,1,Carbon,SIC_CentroNorte
Guacolda_01,Humedo.Dmax,32.7484,999,999,1,Carbon,SIC_CentroNorte
Guacolda_02,Humedo.Dmax,32.8528,999,999,1,Carbon,SIC_CentroNorte
Guacolda_05,Humedo.Dmax,40.50964896,999,999,1,Carbon,SIC_CentroNorte
Santa_Maria,Humedo.Dmax,33.89169646,999,999,1,Carbon,SIC_CentroSurC
Bocamina_02,Humedo.Dmax,44.81518306,999,999,1,Carbon,SIC_CentroSurC
Bocamina_01,Humedo.Dmax,48.09768973,999,999,1,Carbon,SIC_CentroSurC
NTO2,Humedo.Dmax,29.8567,999,999,1,Carbon,SING_Centro
NTO1,Humedo.Dmax,30.15688,999,999,1,Carbon,SING_Centro
CTM2,Humedo.Dmax,32.2307248,999,999,1,Carbon,SING_Centro
CTH,Humedo.Dmax,32.71240159,999,999,1,Carbon,SING_Centro
CTM1,Humedo.Dmax,33.1455574,999,999,1,Carbon,SING_Centro
CTA,Humedo.Dmax,34.98930347,999,999,1,Carbon,SING_Centro
U15,Humedo.Dmax,36.8778299,999,999,1,Carbon,SING_Centro
U14,Humedo.Dmax,38.2190069,999,999,1,Carbon,SING_Centro
U13,Humedo.Dmax,42.217497,999,999,1,Carbon,SING_Centro
U12,Humedo.Dmax,44.032503,999,999,1,Carbon,SING_Centro
COCHRANE_1,Humedo.Dmax,46.51138814,999,999,1,Carbon,SING_Centro
COCHRANE_2,Humedo.Dmax,46.51138814,999,999,1,Carbon,SING_Centro
CTTAR,Humedo.Dmax,33.198374,999,999,1,Carbon,SING_Norte
ANG_II,Humedo.Dmax,41.04048968,999,999,1,Carbon,SING_Sur
ANG_I,Humedo.Dmax,42.45048968,999,999,1,Carbon,SING_Sur
IEMejillones,Humedo.Dmax,43.79474211,999,999,1,Carbon,SING_Sur
Nueva_Renca_Diesel,Humedo.Dmax,120.5464769,999,999,1,Diesel,SIC_Centro
Nehuenco_02_Diesel,Humedo.Dmax,121.0384651,999,999,1,Diesel,SIC_Centro
Nehuenco_01_Diesel,Humedo.Dmax,121.1952869,999,999,1,Diesel,SIC_Centro
Dona_Carmen,Humedo.Dmax,157.8250806,999,999,1,Diesel,SIC_Centro
Espinos_01,Humedo.Dmax,175.315902,999,999,1,Diesel,SIC_Centro
Los_Vientos,Humedo.Dmax,179.3565017,999,999,1,Diesel,SIC_Centro
Cardones,Humedo.Dmax,174.37435,999,999,1,Diesel,SIC_CentroNorte
Teno,Humedo.Dmax,180.5514389,999,999,1,Diesel,SIC_CentroSurA
Los_Pinos,Humedo.Dmax,148.5568851,999,999,1,Diesel,SIC_CentroSurC
Coronel_TG_Diesel,Humedo.Dmax,165.8908952,999,999,1,Diesel,SIC_CentroSurC
Santa_Lidia,Humedo.Dmax,181.2146294,999,999,1,Diesel,SIC_CentroSurC
Taltal_01_Diesel,Humedo.Dmax,176.8500902,999,999,1,Diesel,SIC_Norte
Taltal_02_Diesel,Humedo.Dmax,176.8500902,999,999,1,Diesel,SIC_Norte
Antilhue_TG_01,Humedo.Dmax,197.3656384,999,999,1,Diesel,SIC_Sur
Antilhue_TG_02,Humedo.Dmax,197.3656384,999,999,1,Diesel,SIC_Sur
San_Isidro_02_GNL,Humedo.Dmax,69.48129023,999,999,1,GNL,SIC_Centro
San_Isidro_GNL,Humedo.Dmax,73.58766746,999,999,1,GNL,SIC_Centro
CTM3_SIC,Humedo.Dmax,62.65109403,999,999,1,GNL,SIC_CentroNorte
U16_GNL,Humedo.Dmax,38.91293792,999,999,1,GNL,SING_Centro
KELAR,Humedo.Dmax,62.01728,999,999,1,GNL,SING_Sur
CC1_GNL,Humedo.Dmax,108.6798098,999,999,1,GNL,SING_Sur
CC2_GNL,Humedo.Dmax,108.6798098,999,999,1,GNL,SING_Sur
Rapel,Humedo.Dmax,0,999,999,1,Embalse,SIC_Centro
Colbun,Humedo.Dmax,0,999,999,1,Embalse,SIC_Centro
Machicura,Humedo.Dmax,0,999,999,1,Embalse,SIC_Centro
Cipreses,Humedo.Dmax,0,999,999,1,Embalse,SIC_CentroSurA
Los_Condores,Humedo.Dmax,0,999,999,1,Embalse,SIC_CentroSurA
Pehuenche,Humedo.Dmax,0,999,999,1,Embalse,SIC_CentroSurA
El_Toro,Humedo.Dmax,0,999,999,1,Embalse,SIC_CentroSurC
Ralco,Humedo.Dmax,0,999,999,1,Embalse,SIC_CentroSurC
Pangue,Humedo.Dmax,0,999,999,1,Embalse,SIC_CentroSurC
Antuco,Humedo.Dmax,0,999,999,1,Embalse,SIC_CentroSurC
Angostura,Humedo.Dmax,0,999,999,1,Embalse,SIC_CentroSurC
Canutillar,Humedo.Dmax,0,999,999,1,Embalse,SIC_Sur
Hornitos,Humedo.Dmax,0,0,999,1,Pasada,SIC_Centro
Juncal,Humedo.Dmax,0,0,999,1,Pasada,SIC_Centro
Blanco,Humedo.Dmax,0,0,999,1,Pasada,SIC_Centro
Chacabuquito,Humedo.Dmax,0,0,999,1,Pasada,SIC_Centro
Los_Quilos,Humedo.Dmax,0,0,999,1,Pasada,SIC_Centro
Alfalfal,Humedo.Dmax,0,0,999,1,Pasada,SIC_Centro
Florida,Humedo.Dmax,0,0,999,1,Pasada,SIC_Centro
Maitenes,Humedo.Dmax,0,0,999,1,Pasada,SIC_Centro
Volcan,Humedo.Dmax,0,0,999,1,Pasada,SIC_Centro
Puntilla,Humedo.Dmax,0,0,999,1,Pasada,SIC_Centro
Sauzal,Humedo.Dmax,0,0,999,1,Pasada,SIC_Centro
Chacayes,Humedo.Dmax,0,0,999,1,Pasada,SIC_Centro
Alfalfal_02,Humedo.Dmax,0,0,999,1,Pasada,SIC_Centro
Las_Lajas,Humedo.Dmax,0,0,999,1,Pasada,SIC_Centro
La_Higuera,Humedo.Dmax,0,0,999,1,Pasada,SIC_CentroSurA
Confluencia,Humedo.Dmax,0,0,999,1,Pasada,SIC_CentroSurA
San_Andres,Humedo.Dmax,0,0,999,1,Pasada,SIC_CentroSurA
Los_Hierros,Humedo.Dmax,0,0,999,1,Pasada,SIC_CentroSurA
El_Paso,Humedo.Dmax,0,0,999,1,Pasada,SIC_CentroSurA
nuble,Humedo.Dmax,0,0,999,1,Pasada,SIC_CentroSurA
Ancoa,Humedo.Dmax,0,0,999,1,Pasada,SIC_CentroSurA
Peuchen,Humedo.Dmax,0,0,999,1,Pasada,SIC_CentroSurC
Mampil,Humedo.Dmax,0,0,999,1,Pasada,SIC_CentroSurC
Pullinque,Humedo.Dmax,0,0,999,1,Pasada,SIC_Sur
Pilmaiquen,Humedo.Dmax,0,0,999,1,Pasada,SIC_Sur
Rucatayo,Humedo.Dmax,0,0,999,1,Pasada,SIC_Sur
Laja_I,Humedo.Dmax,0,0,999,1,Pasada,SIC_Sur
San_Pedro,Humedo.Dmax,0,0,999,1,Pasada,SIC_Sur
Chiburgo,Humedo.Dmax,0,0,999,1,Serie,SIC_Centro
Isla,Humedo.Dmax,0,0,999,1,Serie,SIC_CentroSurA
Curillinque,Humedo.Dmax,0,0,999,1,Serie,SIC_CentroSurA
Loma_Alta,Humedo.Dmax,0,0,999,1,Serie,SIC_CentroSurA
San_Ignacio,Humedo.Dmax,0,0,999,1,Serie,SIC_CentroSurA
Ojos_de_Agua,Humedo.Dmax,0,0,999,1,Serie,SIC_CentroSurA
Abanico,Humedo.Dmax,0,0,999,1,Serie,SIC_CentroSurC
Rucue,Humedo.Dmax,0,0,999,1,Serie,SIC_CentroSurC
Quilleco,Humedo.Dmax,0,0,999,1,Serie,SIC_CentroSurC
Palmucho,Humedo.Dmax,0,0,999,1,Serie,SIC_CentroSurC
Eolico-SIC_Centro,Humedo.Dmax,0,0,999,0.5,Eolico,SIC_Centro
Eolico-SIC_CentroNorte,Humedo.Dmax,0,0,999,0.5,Eolico,SIC_CentroNorte
Eolico_SIC_CentroSurC,Humedo.Dmax,0,0,999,0.5,Eolico,SIC_CentroSurC
Eolico_SIC_Norte,Humedo.Dmax,0,0,999,0.5,Eolico,SIC_Norte
Eolico_SIC_Sur,Humedo.Dmax,0,0,999,0.5,Eolico,SIC_Sur
Eolico_SING_Centro,Humedo.Dmax,0,0,999,0.5,Eolico,SING_Centro
Solar_SIC_Centro,Humedo.Dmax,0,0,999,1,Solar,SIC_Centro
Solar_SIC_CentroNorte,Humedo.Dmax,0,0,999,1,Solar,SIC_CentroNorte
Solar_SIC_Norte1,Humedo.Dmax,0,0,999,1,Solar,SIC_Norte
Solar_SIC_Norte2,Humedo.Dmax,0,0,999,1,Solar,SIC_Norte
Solar_SING_Centro1,Humedo.Dmax,0,0,999,1,Solar,SING_Centro
Solar_SING_Centro2,Humedo.Dmax,0,0,999,1,Solar,SING_Centro
Solar_SING_Norte,Humedo.Dmax,0,0,999,1,Solar,SING_Norte
Solar_SING_Sur,Humedo.Dmax,0,0,999,1,Solar,SING_Sur
Nueva_Ventanas,Humedo.Dmedia,37.64904188,999,999,1,Carbon,SIC_Centro
Campiche,Humedo.Dmedia,37.91690018,999,999,1,Carbon,SIC_Centro
Ventanas_02,Humedo.Dmedia,39.89699388,999,999,1,Carbon,SIC_Centro
Ventanas_01,Humedo.Dmedia,42.44335633,999,999,1,Carbon,SIC_Centro
Guacolda_03,Humedo.Dmedia,29.05,999,999,1,Carbon,SIC_CentroNorte
Guacolda_04,Humedo.Dmedia,32.023,999,999,1,Carbon,SIC_CentroNorte
Guacolda_01,Humedo.Dmedia,32.7484,999,999,1,Carbon,SIC_CentroNorte
Guacolda_02,Humedo.Dmedia,32.8528,999,999,1,Carbon,SIC_CentroNorte
Guacolda_05,Humedo.Dmedia,40.50964896,999,999,1,Carbon,SIC_CentroNorte
Santa_Maria,Humedo.Dmedia,33.89169646,999,999,1,Carbon,SIC_CentroSurC
Bocamina_02,Humedo.Dmedia,44.81518306,999,999,1,Carbon,SIC_CentroSurC
Bocamina_01,Humedo.Dmedia,48.09768973,999,999,1,Carbon,SIC_CentroSurC
NTO2,Humedo.Dmedia,29.8567,999,999,1,Carbon,SING_Centro
NTO1,Humedo.Dmedia,30.15688,999,999,1,Carbon,SING_Centro
CTM2,Humedo.Dmedia,32.2307248,999,999,1,Carbon,SING_Centro
CTH,Humedo.Dmedia,32.71240159,999,999,1,Carbon,SING_Centro
CTM1,Humedo.Dmedia,33.1455574,999,999,1,Carbon,SING_Centro
CTA,Humedo.Dmedia,34.98930347,999,999,1,Carbon,SING_Centro
U15,Humedo.Dmedia,36.8778299,999,999,1,Carbon,SING_Centro
U14,Humedo.Dmedia,38.2190069,999,999,1,Carbon,SING_Centro
U13,Humedo.Dmedia,42.217497,999,999,1,Carbon,SING_Centro
U12,Humedo.Dmedia,44.032503,999,999,1,Carbon,SING_Centro
COCHRANE_1,Humedo.Dmedia,46.51138814,999,999,1,Carbon,SING_Centro
COCHRANE_2,Humedo.Dmedia,46.51138814,999,999,1,Carbon,SING_Centro
CTTAR,Humedo.Dmedia,33.198374,999,999,1,Carbon,SING_Norte
ANG_II,Humedo.Dmedia,41.04048968,999,999,1,Carbon,SING_Sur
ANG_I,Humedo.Dmedia,42.45048968,999,999,1,Carbon,SING_Sur
IEMejillones,Humedo.Dmedia,43.79474211,999,999,1,Carbon,SING_Sur
Nueva_Renca_Diesel,Humedo.Dmedia,120.5464769,999,999,1,Diesel,SIC_Centro
Nehuenco_02_Diesel,Humedo.Dmedia,121.0384651,999,999,1,Diesel,SIC_Centro
Nehuenco_01_Diesel,Humedo.Dmedia,121.1952869,999,999,1,Diesel,SIC_Centro
Dona_Carmen,Humedo.Dmedia,157.8250806,999,999,1,Diesel,SIC_Centro
Espinos_01,Humedo.Dmedia,175.315902,999,999,1,Diesel,SIC_Centro
Los_Vientos,Humedo.Dmedia,179.3565017,999,999,1,Diesel,SIC_Centro
Cardones,Humedo.Dmedia,174.37435,999,999,1,Diesel,SIC_CentroNorte
Teno,Humedo.Dmedia,180.5514389,999,999,1,Diesel,SIC_CentroSurA
Los_Pinos,Humedo.Dmedia,148.5568851,999,999,1,Diesel,SIC_CentroSurC
Coronel_TG_Diesel,Humedo.Dmedia,165.8908952,999,999,1,Diesel,SIC_CentroSurC
Santa_Lidia,Humedo.Dmedia,181.2146294,999,999,1,Diesel,SIC_CentroSurC
Taltal_01_Diesel,Humedo.Dmedia,176.8500902,999,999,1,Diesel,SIC_Norte
Taltal_02_Diesel,Humedo.Dmedia,176.8500902,999,999,1,Diesel,SIC_Norte
Antilhue_TG_01,Humedo.Dmedia,197.3656384,999,999,1,Diesel,SIC_Sur
Antilhue_TG_02,Humedo.Dmedia,197.3656384,999,999,1,Diesel,SIC_Sur
San_Isidro_02_GNL,Humedo.Dmedia,69.48129023,999,999,1,GNL,SIC_Centro
San_Isidro_GNL,Humedo.Dmedia,73.58766746,999,999,1,GNL,SIC_Centro
CTM3_SIC,Humedo.Dmedia,62.65109403,999,999,1,GNL,SIC_CentroNorte
U16_GNL,Humedo.Dmedia,38.91293792,999,999,1,GNL,SING_Centro
KELAR,Humedo.Dmedia,62.01728,999,999,1,GNL,SING_Sur
CC1_GNL,Humedo.Dmedia,108.6798098,999,999,1,GNL,SING_Sur
CC2_GNL,Humedo.Dmedia,108.6798098,999,999,1,GNL,SING_Sur
Rapel,Humedo.Dmedia,0,999,999,1,Embalse,SIC_Centro
Colbun,Humedo.Dmedia,0,999,999,1,Embalse,SIC_Centro
Machicura,Humedo.Dmedia,0,999,999,1,Embalse,SIC_Centro
Cipreses,Humedo.Dmedia,0,999,999,1,Embalse,SIC_CentroSurA
Los_Condores,Humedo.Dmedia,0,999,999,1,Embalse,SIC_CentroSurA
Pehuenche,Humedo.Dmedia,0,999,999,1,Embalse,SIC_CentroSurA
El_Toro,Humedo.Dmedia,0,999,999,1,Embalse,SIC_CentroSurC
Ralco,Humedo.Dmedia,0,999,999,1,Embalse,SIC_CentroSurC
Pangue,Humedo.Dmedia,0,999,999,1,Embalse,SIC_CentroSurC
Antuco,Humedo.Dmedia,0,999,999,1,Embalse,SIC_CentroSurC
Angostura,Humedo.Dmedia,0,999,999,1,Embalse,SIC_CentroSurC
Canutillar,Humedo.Dmedia,0,999,999,1,Embalse,SIC_Sur
Hornitos,Humedo.Dmedia,0,0,999,1,Pasada,SIC_Centro
Juncal,Humedo.Dmedia,0,0,999,1,Pasada,SIC_Centro
Blanco,Humedo.Dmedia,0,0,999,1,Pasada,SIC_Centro
Chacabuquito,Humedo.Dmedia,0,0,999,1,Pasada,SIC_Centro
Los_Quilos,Humedo.Dmedia,0,0,999,1,Pasada,SIC_Centro
Alfalfal,Humedo.Dmedia,0,0,999,1,Pasada,SIC_Centro
Florida,Humedo.Dmedia,0,0,999,1,Pasada,SIC_Centro
Maitenes,Humedo.Dmedia,0,0,999,1,Pasada,SIC_Centro
Volcan,Humedo.Dmedia,0,0,999,1,Pasada,SIC_Centro
Puntilla,Humedo.Dmedia,0,0,999,1,Pasada,SIC_Centro
Sauzal,Humedo.Dmedia,0,0,999,1,Pasada,SIC_Centro
Chacayes,Humedo.Dmedia,0,0,999,1,Pasada,SIC_Centro
Alfalfal_02,Humedo.Dmedia,0,0,999,1,Pasada,SIC_Centro
Las_Lajas,Humedo.Dmedia,0,0,999,1,Pasada,SIC_Centro
La_Higuera,Humedo.Dmedia,0,0,999,1,Pasada,SIC_CentroSurA
Confluencia,Humedo.Dmedia,0,0,999,1,Pasada,SIC_CentroSurA
San_Andres,Humedo.Dmedia,0,0,999,1,Pasada,SIC_CentroSurA
Los_Hierros,Humedo.Dmedia,0,0,999,1,Pasada,SIC_CentroSurA
El_Paso,Humedo.Dmedia,0,0,999,1,Pasada,SIC_CentroSurA
nuble,Humedo.Dmedia,0,0,999,1,Pasada,SIC_CentroSurA
Ancoa,Humedo.Dmedia,0,0,999,1,Pasada,SIC_CentroSurA
Peuchen,Humedo.Dmedia,0,0,999,1,Pasada,SIC_CentroSurC
Mampil,Humedo.Dmedia,0,0,999,1,Pasada,SIC_CentroSurC
Pullinque,Humedo.Dmedia,0,0,999,1,Pasada,SIC_Sur
Pilmaiquen,Humedo.Dmedia,0,0,999,1,Pasada,SIC_Sur
Rucatayo,Humedo.Dmedia,0,0,999,1,Pasada,SIC_Sur
Laja_I,Humedo.Dmedia,0,0,999,1,Pasada,SIC_Sur
San_Pedro,Humedo.Dmedia,0,0,999,1,Pasada,SIC_Sur
Chiburgo,Humedo.Dmedia,0,0,999,1,Serie,SIC_Centro
Isla,Humedo.Dmedia,0,0,999,1,Serie,SIC_CentroSurA
Curillinque,Humedo.Dmedia,0,0,999,1,Serie,SIC_CentroSurA
Loma_Alta,Humedo.Dmedia,0,0,999,1,Serie,SIC_CentroSurA
San_Ignacio,Humedo.Dmedia,0,0,999,1,Serie,SIC_CentroSurA
Ojos_de_Agua,Humedo.Dmedia,0,0,999,1,Serie,SIC_CentroSurA
