GENERADORES,ESCENARIOS,gen_cvar,gen_rupmax,gen_rdnmax,gen_factorcap
Abanico,Humedo.Dmedia,0,0,999,1
Rucue,Humedo.Dmedia,0,0,999,1
Quilleco,Humedo.Dmedia,0,0,999,1
Palmucho,Humedo.Dmedia,0,0,999,1
Eolico-SIC_Centro,Humedo.Dmedia,0,0,999,0.5
Eolico-SIC_CentroNorte,Humedo.Dmedia,0,0,999,0.5
Eolico_SIC_CentroSurC,Humedo.Dmedia,0,0,999,0.5
Eolico_SIC_Norte,Humedo.Dmedia,0,0,999,0.5
Eolico_SIC_Sur,Humedo.Dmedia,0,0,999,0.5
Eolico_SING_Centro,Humedo.Dmedia,0,0,999,0.5
Solar_SIC_Centro,Humedo.Dmedia,0,0,999,0.5
Solar_SIC_CentroNorte,Humedo.Dmedia,0,0,999,0.5
Solar_SIC_Norte1,Humedo.Dmedia,0,0,999,0.5
Solar_SIC_Norte2,Humedo.Dmedia,0,0,999,0.5
Solar_SING_Centro1,Humedo.Dmedia,0,0,999,0.5
Solar_SING_Centro2,Humedo.Dmedia,0,0,999,0.5
Solar_SING_Norte,Humedo.Dmedia,0,0,999,0.5
Solar_SING_Sur,Humedo.Dmedia,0,0,999,0.5
